danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.438,0.425,-20.396,0.0307,0.35,4.03e-05,0.48,0.841,150.238,7i4rIZqwNg4wtmYO6SDKru,181733
0.423,0.933,-4.029,0.0603,0.000353,0.0,0.125,0.405,134.881,0leoOvRDqNAspSMhO3S11Y,246800
0.498,0.718,-4.872,0.0512,0.0307,1.09e-05,0.0994,0.597,110.033,5JS4rQ3J0BZLOqsLhAqy8m,220547
0.726,0.811,-4.026,0.0338,0.0341,0.00542,0.566,0.964,155.013,49eLeZZjHUZleMjwtHAVhb,262339
0.726,0.496,-6.17,0.035,0.0808,7.43e-06,0.126,0.392,138.174,7wCgKgkuthR3K568qESxDp,283427
0.684,0.851,-9.792,0.0407,0.000613,0.0029,0.535,0.512,112.662,4tvBoSWeIW0bjhKNre5mod,234080
0.414,0.936,-2.407,0.0758,0.00136,0.0,0.369,0.74,170.229,6sqNctd7MlJoKDOxPVCAvU,242413
0.545,0.968,-3.773,0.0862,0.114,0.0,0.404,0.841,164.416,0IPpDL2ZVlARtmACSzsXlc,161800
0.582,0.91,-4.566,0.107,0.0755,1.03e-06,0.0992,0.733,92.179,1hh4GY1zM7SUAyM3a2ziH5,211400
0.534,0.925,-5.004,0.0392,0.108,0.0303,0.0634,0.88,200.75,02FvigqN15ekfiaR42pJHu,251453
0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,1zB4vmk8tFRmM9UULNzbLB,187147
0.589,0.867,-4.523,0.0385,0.041,0.0,0.306,0.795,94.52,4tK4ARuilOrBzwVQK73E0Y,256441
0.471,0.674,-5.015,0.149,0.0991,0.0,0.0873,0.626,172.023,0a4CAmtWcIjhoAHASaA4pt,251510
0.862,0.474,-7.194,0.0488,0.00837,0.117,0.123,0.59,124.965,0qtpCrDNAXs5wOPmChEEOs,223485
0.676,0.845,-4.801,0.162,0.183,0.0,0.169,0.513,97.948,3VOZ1Vf7af6Q3wB69fgO7I,198707
0.342,0.587,-7.273,0.0537,0.00648,0.0995,0.207,0.484,168.847,5gPrOspTrxMNKKL44h40O2,236867
0.868,0.919,-5.701,0.112,0.0594,0.0,0.105,0.711,116.803,6Kk9SGnMMrpPPB0mDQ3CJz,242880
0.59,0.837,-10.138,0.0423,0.16,0.733,0.101,0.396,89.871,4IUgpL0CgSiloUOHzgd6Qe,216667
0.692,0.746,-6.666,0.0548,0.0265,3.35e-06,0.259,0.826,160.054,7c5uWwRH81mmW4U2B4YSct,237086
0.802,0.645,-5.359,0.0512,0.259,0.0,0.0386,0.821,102.001,01r1q2OykW2e3L17kB5bi3,287267
0.789,0.77,-5.177,0.0316,0.0474,0.0,0.187,0.952,129.047,3bE6zmeB8DFiNrjez0WXtk,189947
0.425,0.864,-4.951,0.0593,0.00139,1.71e-05,0.0731,0.769,138.222,55oXcztxulksHWDgQ9Y1HZ,246307
0.421,0.858,-4.535,0.0963,0.0134,0.0,0.067,0.491,173.255,10rChmECwPcvTTj4w07hq4,206773
0.194,0.932,-6.716,0.0505,0.0144,0.0229,0.406,0.588,193.053,0raWpyWDwLUr1iIZOpdsNc,362840
0.408,0.943,-4.995,0.045,3.37e-05,0.0214,0.118,0.659,174.453,2wInvm8hrvonqyArYUIpvi,168893
0.342,0.843,-4.476,0.0362,0.00177,0.0,0.0738,0.376,144.022,5TuqEvAOEnN0vsS2Ivwb0x,241427
0.535,0.82,-5.285,0.043,0.00291,3.11e-05,0.334,0.773,116.988,0lBy4mnED2JLmdSxMyG37f,209813
0.444,0.939,-5.695,0.057,0.00209,0.0,0.0636,0.57,179.994,1yP3G4MUu3EDsbVjQsZQpM,252280
0.652,0.888,-4.087,0.123,0.0544,0.0,0.0951,0.881,163.966,7uZjFfquu6nCiVg6At13hZ,164733
0.529,0.743,-5.523,0.0481,0.177,0.0,0.0759,0.78,116.817,0zK545STj6P7qbFSpCK9pp,180547
0.836,0.572,-8.236,0.044,0.0455,3.14e-06,0.106,0.817,130.781,2yxkvnyno37480Hv1wuAee,187267
0.602,0.951,-4.807,0.0559,0.0583,1.28e-05,0.311,0.533,148.098,4F880Aeo2WO7N0lULjWgzm,213827
0.628,0.797,-6.607,0.0303,0.0756,0.623,0.116,0.646,104.987,38o2vvPAw11LPANpT0kiVk,330833
0.588,0.683,-6.843,0.0397,0.234,1.34e-05,0.248,0.595,123.951,1G9k3c1P9PKnmsqeuUtGxc,228067
0.565,0.861,-2.909,0.0321,0.0294,1.03e-05,0.114,0.797,154.122,0sfaeSQbFHecFbc1JOqdN4,181387
0.384,0.926,-6.532,0.0674,0.0268,0.069,0.0869,0.811,140.399,1om6LphEpiLpl9irlOsnzb,308747
0.591,0.836,-7.239,0.0287,0.000825,0.144,0.185,0.736,130.348,7rTuWEtQU42zxOpvLtCJLJ,224467
0.283,0.944,-6.924,0.052,0.000638,0.115,0.191,0.884,98.891,3bt4xr4SudVMnOIfomemXm,339173
0.77,0.655,-5.369,0.0316,0.118,0.0234,0.125,0.639,129.964,4q604hQba5940BbOoaenmz,188707
0.278,0.909,-5.898,0.122,0.597,0.0329,0.163,0.54,182.226,3oADJdAo06uzvZe2gBir1P,271893
0.385,0.841,-5.558,0.0599,0.028,0.000165,0.344,0.284,148.04,3sBJXEODk1ACWUuiMWOOt0,228548
0.446,0.859,-4.919,0.0731,0.0314,1.64e-05,0.25,0.55,166.055,7LycQ33Utw7UsZ1tOlOErz,243156
0.427,0.978,-4.961,0.0775,0.000759,0.0269,0.0843,0.339,107.154,7Cp8TdTtt8fV9qeefeLsI1,212773
0.631,0.656,-10.593,0.0637,0.0049,5.85e-05,0.138,0.617,96.915,4Tei1E5lP9pQImQx9keU6M,226907
0.589,0.847,-4.211,0.053,0.0122,0.0,0.0654,0.466,125.012,3K7MzJjZqNolrCyxdUTkZp,197160
0.62,0.861,-2.687,0.0298,0.0527,0.0,0.352,0.787,89.983,2qKwTR3n4kBv0Gr0DAd0Zg,139923
0.735,0.75,-6.341,0.0358,0.23,0.00702,0.338,0.196,124.981,1GNm46oMkSrRBCqOy1xmT3,233200
0.598,0.825,-4.886,0.0456,0.0139,1.6e-06,0.0875,0.324,129.964,7slguikqd1s3MwNQUn69LQ,195692
0.765,0.772,-3.909,0.283,0.325,0.0284,0.742,0.961,167.967,3XcoYrjffqjAZKo7ZTxxrt,262897
0.595,0.543,-10.147,0.0649,0.662,2.41e-05,0.131,0.942,139.271,0Fi1YCSKLTc5CkYmPH6Yt8,294733
0.69,0.718,-5.581,0.0861,0.0568,0.0,0.144,0.725,156.051,3wUAFiguLczA83r1scrQFm,213356
0.852,0.599,-7.273,0.146,0.0707,0.0,0.138,0.253,119.958,3NV7Dr4iRirPp8Tvjmfedw,196533
0.562,0.854,-5.048,0.0387,0.00917,3.59e-06,0.134,0.523,137.98,0vGMQBkmwMzg008A22InqS,232425
0.419,0.977,-2.215,0.083,0.000143,5.8e-06,0.0651,0.388,153.03,64aO8TbjJew43QHwgHJ2Jy,249227
0.565,0.728,-8.841,0.0316,0.0026,0.00952,0.0982,0.662,131.949,0xu445RDd5rqLEx7ods0xI,249982
0.595,0.888,-7.076,0.105,0.073,0.000657,0.17,0.617,136.993,1ivYkOUQ7g1seCs1vt1vaU,263733
0.685,0.947,-2.646,0.055,0.034,3.67e-06,0.302,0.545,110.024,6BOdGGWjwA31cohADkD5LV,170182
0.597,0.643,-5.229,0.031,0.0272,0.0,0.158,0.402,99.901,5f4qkeyQM6LJBYWoAl2c6V,264248
0.629,0.859,-3.127,0.0273,0.0215,0.0,0.217,0.507,106.016,4QfqyabOT0F2QMbkD1ay91,180059
0.525,0.932,-5.606,0.395,0.000361,0.00357,0.231,0.387,159.998,62a3F9ewBKl9qOxL4KJfju,225013
0.69,0.713,-3.246,0.033,0.0314,0.0,0.337,0.388,105.059,5CWlzvE09eneLoBzDCfUyn,170857
0.729,0.898,-4.837,0.0624,0.00773,0.00816,0.211,0.787,110.04,7mUlxig5ZTuaqyZyAqg7Iu,271858
0.566,0.791,-5.762,0.0466,0.0211,0.00546,0.264,0.942,139.009,5l2BhZZCGH0uqC6mH1bBrX,322907
0.659,0.833,-4.636,0.0535,0.0111,3.54e-05,0.593,0.805,160.018,4m8UmRu9HqKblDthvSNh0z,248667
0.625,0.693,-11.091,0.0281,0.115,0.00216,0.393,0.786,129.55,2i3UhQ8laXxq7hRQbC3M2S,213947
0.505,0.938,-5.381,0.0432,0.0201,0.00218,0.177,0.961,161.842,1pNlZQeoPnlxqf1Mjgm0H2,157533
0.683,0.653,-4.688,0.0323,0.0839,0.000855,0.422,0.623,126.75,2HTF6COSIKrwpP8NcbtdBa,281027
0.609,0.568,-7.925,0.029,0.111,0.000419,0.351,0.462,103.566,3w6USSa8JTYJ8gXgqL5rys,268227
0.546,0.748,-7.262,0.0411,0.0319,9.76e-05,0.207,0.83,94.93,6UHbDgxRd8mPzugNInBx3y,406733
0.855,0.519,-6.958,0.0397,0.0439,0.0,0.203,0.856,125.034,04SEyXxzkU3KGa7RIjnqFa,241813
0.64,0.817,-5.636,0.0254,0.0284,9.81e-05,0.189,0.772,108.185,04y7iJXobJhXuxLhC91LAd,207600
0.555,0.821,-6.263,0.0628,0.23,0.0,0.161,0.91,92.5,5AlBX9NbiyYc7PXxMDkje9,267920
0.766,0.641,-3.777,0.0445,0.0165,0.0386,0.0809,0.579,85.011,4Nrg8EG7wWTiTOumtpw8gk,257093
0.732,0.835,-3.279,0.0819,0.335,2.43e-06,0.0354,0.892,80.696,3r7gP3kGBkldTrOO6ebMGy,263400
0.857,0.404,-10.669,0.0444,0.573,0.733,0.0958,0.302,105.068,2QzMJkYUhThZxM94ahgOzN,211627
0.914,0.56,-11.396,0.113,0.241,0.0214,0.217,0.87,101.019,4cIwg5VY8Lo1NYwq7llOth,245360
0.937,0.528,-6.305,0.0353,0.0952,1.1e-06,0.237,0.766,104.96,2UjGyCvayHjGihV3oLhD8a,186000
0.793,0.464,-6.624,0.0386,0.112,0.0,0.109,0.851,124.994,2BJy5YrRMhVCqaLNY5cbv2,148600
0.534,0.703,-5.406,0.0458,0.114,0.011,0.0918,0.317,171.961,54rQxr2XJZ4vf0mRyGsqAo,307507
0.496,0.785,-8.74,0.0348,0.552,0.0284,0.119,0.811,146.129,4uL4n02AqUoNXug95yRV9I,228493
0.947,0.532,-6.391,0.137,0.0305,0.116,0.216,0.728,109.989,6UPup8gxucQXqEawLhmjyg,209880
0.732,0.458,-7.225,0.0311,0.447,0.0,0.136,0.661,98.938,7mldq42yDuxiUNn08nvzHO,165387
0.544,0.853,-4.36,0.0278,0.00648,0.00109,0.0802,0.969,158.022,4mdnuwWxYcAB1i4Tx87T1l,208933
0.744,0.856,-3.842,0.049,0.0117,0.537,0.334,0.918,125.235,2CxNzHVumh8Gnv6yvEnYMj,272509
0.821,0.829,-6.693,0.0321,0.0389,0.000921,0.53,0.962,128.993,5jTGFXKYYwiDqFUY3vtx1f,216571
0.418,0.794,-8.935,0.0635,0.354,0.0,0.176,0.845,198.692,3zpvKmAkd0IZgiC6haBNqy,204000
0.405,0.751,-3.608,0.0392,0.377,0.0,0.0958,0.762,120.807,5atlAt28h9xM5wxPspr5MU,205707
0.31,0.905,-4.109,0.253,0.000927,3.1e-05,0.431,0.309,187.796,1DRUwJSt2YOUUEz965OJ66,192533
0.716,0.579,-4.812,0.0384,0.317,0.0,0.125,0.382,97.02,5cyjpbzo1hv5HecXZCmRZD,150619
0.472,0.575,-9.246,0.0518,0.484,0.000148,0.304,0.344,141.887,0TkgGEFk2AM6zn2bUE7baS,202107
0.625,0.633,-8.077,0.0723,0.125,1.01e-06,0.137,0.503,120.029,6LgvpFTIum260Na5Zc7gBk,184047
0.443,0.643,-6.519,0.0386,0.374,0.000106,0.1,0.451,105.0,71oB7X0NTlrPaGV351oNqv,272587
0.614,0.615,-7.819,0.0312,0.266,0.000243,0.0887,0.585,125.975,0owPktUr3gi7adEVMFUIoZ,182857
0.718,0.654,-12.516,0.0605,0.0144,0.324,0.18,0.696,120.059,1YjT8Oigrk3zl2FfxzL0qF,291600
0.732,0.765,-8.75,0.0287,0.0505,0.0798,0.169,0.876,126.186,4EEI0LQLYddKqvQ3dfc3WR,259293
0.48,0.772,-11.39,0.0413,0.268,0.0636,0.118,0.813,92.677,7fRN3zdAkbMSB4fjk2YaD6,381373
0.445,0.91,-7.394,0.0492,0.000494,0.0,0.269,0.677,104.111,7eRxOVUPydC7erL1c79buB,210680
0.558,0.827,-5.234,0.029,0.0166,0.019,0.135,0.361,143.066,5QCMy34e1t3ctHXv2y8vXk,245693
0.705,0.743,-6.631,0.042,0.432,0.0133,0.103,0.374,118.552,6UBjSnyP1O5W5ndJoO9vUk,324423
0.786,0.5,-16.245,0.109,0.0299,0.914,0.0864,0.588,117.088,1GVd8euqs4yQxGyIOLJX0c,179987
0.501,0.702,-8.543,0.0671,0.0872,0.000994,0.0671,0.58,139.095,54TaGh2JKs1pO9daXNXI5q,202200
0.404,0.381,-6.948,0.0301,0.355,0.0407,0.124,0.317,80.883,6wvR0jv72FM0kwg1000cq9,323360
0.576,0.926,-6.883,0.0396,0.015,0.0515,0.0991,0.757,115.746,0FcMJ69EQpR1PXSIBD7N40,233413
0.653,0.915,-6.502,0.0368,0.014,0.0128,0.126,0.733,101.995,7c7liFC9Vq10LkFtrPaHhZ,317867
0.682,0.578,-9.908,0.0602,0.00472,2.53e-05,0.136,0.304,91.041,4rS5V8jfJIMgzTYVvzkpUO,247966
0.399,0.781,-12.421,0.0925,0.046,0.0552,0.105,0.691,186.72,17jdqGUsxfqm9n2HnbWSYq,211093
0.595,0.691,-8.955,0.0294,0.0643,0.00364,0.319,0.836,115.326,07xYMBIPw1Oan0BreDq6lr,197640
0.617,0.636,-11.325,0.0446,0.594,0.0134,0.283,0.64,90.428,5Oqcu1FTfasc1RjSsG1tfL,585147
0.341,0.917,-9.897,0.0621,0.00223,0.138,0.438,0.358,124.497,6hnsgL0pFkkMR5GKYWXCA6,255907
0.677,0.819,-4.269,0.0521,0.103,4.9e-06,0.0484,0.923,134.97,3ardlraaXf0P1A2AlYJoHG,220887
0.251,0.891,-4.483,0.0698,0.000836,0.00072,0.381,0.63,191.657,3RpAg9g2VxPO0PPTwELgwc,236454
0.471,0.689,-5.527,0.0395,0.0101,1.36e-05,0.255,0.352,79.06,3Is6K1wTqmJVYaAY8hIb6Y,222345
0.535,0.631,-8.592,0.0319,0.131,0.0,0.196,0.799,139.805,6dUSdDtR424J0cFe4zzSb2,168147
0.494,0.81,-4.37,0.0533,0.0564,0.0,0.104,0.426,104.913,6LIe9o2p1xfj72rx4NDY8k,173440
0.736,0.751,-5.588,0.034,0.0381,0.0,0.105,0.839,150.064,7cdy4PbCdDZZNjyxoZyE0c,209722
0.465,0.656,-9.283,0.0295,0.251,0.0239,0.589,0.721,169.115,04TDKMDW9OtxC2SJLTgB2k,289880
0.688,0.756,-6.046,0.0323,0.163,0.00269,0.121,0.883,110.982,4AEusSpJv3vnugGGuaiUPz,293507
0.645,0.926,-4.114,0.0352,0.0311,0.0,0.224,0.532,104.999,3BWUtWdYsaah2RiBdOUMSD,248602
0.796,0.72,-4.914,0.0847,0.0238,3.45e-06,0.117,0.919,105.992,5zC1NaCQeETz5b0IysG5Ub,209153
0.616,0.715,-4.711,0.0494,0.00501,2.11e-06,0.178,0.291,104.961,34mowgpYk8cnLLiIvEzWBm,184714
0.508,0.804,-4.572,0.0406,0.011,0.0,0.0506,0.676,77.974,4fudMfTQws1MRskUHLYxLO,239413
0.564,0.821,-11.054,0.0383,0.148,0.0494,0.285,0.83,117.263,4PH0x3Bv5l6o9UiXWen57r,249373
0.446,0.786,-10.581,0.0505,0.0165,0.38,0.0842,0.377,137.485,0YugXuM6VccgIwDHkeLH8l,284347
0.595,0.812,-4.88,0.0256,0.0175,3.39e-06,0.127,0.832,127.981,3QZ7WisDIedcLOPZYMwdlh,191893
0.568,0.701,-10.453,0.04,0.000613,0.00258,0.17,0.638,120.678,7sNhXWrg9eW3qRqeuePaIC,231640
0.567,0.8,-7.698,0.0355,0.216,0.0,0.784,0.81,145.994,5XOHNgRW72iVTVBUnrXDB2,194893
0.61,0.886,-6.496,0.0289,0.0186,1.16e-05,0.194,0.829,121.316,4B8uqAx9KdldoCgEfNftXd,270160
0.497,0.718,-7.744,0.0275,0.00113,0.0606,0.544,0.792,127.79,3FkQN4NyCFlfn7fWzBkWCj,240693
0.681,0.789,-5.666,0.188,0.0445,0.0,0.467,0.506,103.0,2Z2Rv9B844NrWdDKp2EyEk,205326
0.686,0.682,-12.154,0.033,0.0806,0.000155,0.14,0.708,123.44,1wEeNtO7z41aUqC80shxqK,255220
0.802,0.621,-7.932,0.0377,0.0975,0.0256,0.0627,0.81,95.906,6YR2MkzMhojHBmW1TbXtZO,242093
0.504,0.904,-4.896,0.137,0.000363,0.00285,0.952,0.451,130.954,4Xa5nCpSEWdvjhFXm9We1q,251333
0.497,0.664,-6.96,0.0287,0.000867,0.0195,0.268,0.346,120.793,6kblKZsjY5UMg79sxqsGg0,281116
0.288,0.975,-8.323,0.0588,0.00706,0.00169,0.351,0.398,180.292,6CEDpkN0KzoJ4Gsi03gtms,217000
0.336,0.942,-9.252,0.0492,0.0114,0.0291,0.0833,0.703,179.874,3hKScGxI28Zor6zJ7JL7aS,230773
0.323,0.916,-9.318,0.0608,4.8e-05,0.0115,0.0738,0.515,167.882,7aMcQxbQPv2RogWqzZFjsd,251707
0.646,0.741,-4.973,0.034,0.0275,0.0,0.312,0.571,123.077,6h5PAsRni4IRlxWr6uDPTP,203000
0.751,0.739,-6.142,0.0702,0.342,0.0,0.222,0.806,117.995,4o5zhD9pAf3MN1LRitbSiX,209242
0.631,0.71,-7.09,0.031,0.00919,0.00577,0.139,0.243,115.007,4Os495x4V8L2dI3dC2modC,210125
0.807,0.816,-4.936,0.0424,0.0441,0.0014,0.142,0.505,119.974,73w8AHEXNSbAL7kPeGRJKc,165053
0.838,0.752,-5.434,0.034,0.389,0.00113,0.0822,0.901,121.958,2JpTwRVXioTZSdizBGAhUH,203586
0.618,0.885,-1.943,0.0551,0.0531,0.000417,0.191,0.554,125.984,1m3vmoYlc3tm1cNV0QWzzN,171429
0.445,0.799,-2.86,0.0609,0.0854,5.07e-06,0.114,0.246,84.558,36rVmexpQ7mUBZrvnkC88j,193412
0.515,0.792,-7.35,0.0638,0.349,0.0,0.172,0.802,131.759,0z0dUGCyRkCOSi6FBPLPRc,141363
0.674,0.721,-14.667,0.0579,0.00488,0.0018,0.675,0.345,106.907,6zDX5DBkq0KfiPUHIz5pW5,234800
0.547,0.718,-12.336,0.0442,0.0295,0.000216,0.0451,0.762,148.606,51VkP47qhzH6GZ7X4OSG04,203133
0.636,0.762,-7.799,0.0245,0.0633,0.000796,0.0737,0.743,109.645,0h2eP1Lv0WmWzNba6l9GnC,259933
0.387,0.825,-6.3,0.0779,0.00795,0.0,0.226,0.291,82.272,6z3CigjVFGExrKbNCKIj6D,463090
0.614,0.727,-8.26,0.0299,0.0288,0.000387,0.334,0.774,140.418,7DS56f9W7t3N99lUegHcK0,205267
0.849,0.498,-7.872,0.272,0.116,4.49e-05,0.268,0.502,92.98,72LDmbkNgeHcsaBhjSaFPA,359973
0.498,0.934,-4.926,0.0477,0.00776,0.611,0.222,0.544,148.046,7tNjinrvK03N5HNyTCifFB,222080
0.561,0.964,-3.312,0.0487,0.000143,0.0,0.0603,0.579,105.009,6XA12laU5GUhas6GcWDLuU,224423
0.627,0.945,-3.961,0.0716,0.00418,0.0,0.0561,0.766,101.977,1lpNUHTrkICQO9vnEpH8g5,203869
0.335,0.982,-2.397,0.185,0.000494,0.0,0.361,0.225,180.01,4to5vVEcP6JdY7bfZ9TrT3,207880
0.359,0.896,-3.832,0.0756,0.00188,9.57e-05,0.277,0.714,153.032,6vtK2Khbv9Zf3ioD0qWqTL,249933
0.555,0.971,-4.155,0.0357,0.000355,0.00017,0.112,0.76,125.0,3Xg0ylnpIpYllY5RIVdox3,182806
0.659,0.807,-6.444,0.0434,0.0595,1.61e-05,0.249,0.601,100.059,6gdrMhCCnm2jAd57EQ6rs3,168225
0.506,0.881,-1.675,0.0625,0.000735,0.0127,0.189,0.755,135.04,0vDbPNJToCssVuKVaRXz6o,186013
0.641,0.745,-4.469,0.0397,0.00041,0.287,0.108,0.539,130.005,0n49fCjNGsbtNOE6cuWk79,193133
0.299,0.867,-3.879,0.0476,0.000448,0.291,0.108,0.512,171.841,5omdhyaIUTeWuxtgy0Sfpe,224200
0.988,0.633,-15.012,0.0888,0.0755,1.88e-06,0.0668,0.929,117.493,5YIF6HSOtHN9HdcE5IPzMe,248160
0.663,0.748,-5.83,0.0462,0.277,0.003,0.312,0.926,159.719,3aZPzF7Sr0zy3K0EkKyEzk,242640
0.514,0.971,-2.633,0.0696,0.00131,0.000548,0.281,0.482,108.008,1DlT3Udf11689ezYr6R8aA,188200
0.712,0.553,-6.76,0.0318,0.0672,3.87e-06,0.0936,0.666,135.001,2ek7IR1d6Que09zlPJs8QD,192159
0.354,0.968,-2.131,0.193,0.000659,0.234,0.0797,0.586,199.832,44m5o2S4MbjQPIz2ShLa5n,170177
0.718,0.926,-3.511,0.0494,0.027,1.76e-05,0.0513,0.54,108.018,2syQ0f4SAQdzvlAewPl1DJ,204583
0.479,0.913,-8.068,0.0864,0.00156,0.00287,0.389,0.504,94.403,3l20bPHgAFsFPRogdTNXWS,324227
0.538,0.872,-3.956,0.058,0.0676,0.0,0.345,0.719,146.859,19sVCFHM39UPba8BagNqW4,233253
0.617,0.396,-15.925,0.043,0.0933,0.000379,0.0531,0.869,102.848,6sHrxsewgTMPs2Di4x636C,237333
0.682,0.752,-10.254,0.0278,0.0122,4.38e-05,0.298,0.909,125.468,2ZqyqsV8VdEEm15vBQ4wZn,259493
0.704,0.844,-7.072,0.0318,0.0797,0.000978,0.37,0.963,154.962,1NU9iuneKyEjcIxzwd7w0J,215295
0.371,0.921,-5.533,0.0784,0.0113,2.7e-05,0.43,0.508,109.675,6PtIXICwmoxCgLjw2zApDs,220538
0.587,0.735,-9.13,0.0305,0.000183,0.742,0.658,0.589,112.117,1FJQY2YaqJY1OGTWWAx9vi,323440
0.541,0.855,-7.058,0.0625,0.339,1.8e-06,0.0821,0.82,141.142,6oO4MqRSMxIDFqX1OQnVAz,200800
0.652,0.538,-6.943,0.0315,0.0138,1.72e-05,0.0649,0.431,78.037,6MB9kNDosalOSJjyVWAs3F,230880
0.623,0.714,-6.996,0.0442,0.0358,0.0209,0.101,0.39,97.13,1sVv67vCTTKGBM5ZHYAcli,229093
0.607,0.94,-3.266,0.0631,0.029,0.0,0.164,0.791,144.081,0ByWGcD78UFIWyr3vNLhjs,197293
0.444,0.95,-2.969,0.0825,0.145,0.0,0.309,0.859,91.703,7FdYQSweeYRZoB3LJglqyE,138867
0.592,0.5,-9.292,0.0288,0.186,0.000365,0.202,0.467,91.876,45wQfelLaogobqN2okc00c,239080
0.934,0.867,-4.373,0.116,0.21,8.67e-05,0.0897,0.739,101.976,3Jzu2Zfsj5jdK5VDZaOuoz,159173
0.572,0.835,-5.552,0.079,0.00953,0.0144,0.012,0.591,131.567,5UKeFkVeUfvP6S43I8s9mt,280960
0.561,0.785,-4.973,0.0629,0.0282,0.451,0.0615,0.546,137.153,5pLgH1bCkBV3bbmvm0qvom,254200
0.695,0.806,-4.119,0.142,0.101,0.00012,0.37,0.635,81.151,2tYnmGr2CTrCugCNK73uoW,216960
0.654,0.506,-17.18,0.0535,0.686,0.0155,0.155,0.831,123.179,54eZmuggBFJbV7k248bTTt,252240
0.209,0.938,-6.235,0.0583,0.00152,9.36e-06,0.882,0.404,184.117,2SIGobCk9dSDwioPI1FOAA,249733
0.616,0.79,-6.987,0.0418,0.0446,0.0,0.241,0.8,164.821,34wXRO45pHdVQdT8qxmJSq,209901
0.685,0.584,-10.616,0.0276,0.288,0.00918,0.124,0.939,134.546,5vmRQ3zELMLUQPo2FLQ76x,302413
0.785,0.892,-4.71,0.0356,0.0711,0.00051,0.113,0.974,120.115,6y4FVJwf09ssxuRnlEgXkp,179160
0.544,0.448,-8.246,0.0314,0.115,0.0209,0.281,0.0505,126.185,2bovXREneoVBGYnm162Uca,378893
0.425,0.878,-4.979,0.038,0.00156,0.000898,0.206,0.252,148.002,6pwvH9LfroBLqd3dez9vBz,282427
0.63,0.707,-7.194,0.0681,0.00456,0.0,0.0519,0.801,180.918,5zeub4mi2Y10CIabTSCEUF,209735
0.693,0.594,-8.342,0.0647,0.0211,5.85e-05,0.113,0.818,165.995,6wtgl4qTSjat2pZTTjdrNu,216805
0.772,0.74,-6.957,0.0295,0.295,0.00862,0.0769,0.825,120.018,64ITiMSrRWmyU5WDQCG6Rm,235408
0.457,0.833,-3.337,0.0518,0.000136,0.00562,0.25,0.561,96.537,64qaS0duWshXTdSos3GWVz,215340
0.498,0.864,-4.85,0.0587,0.0615,0.165,0.114,0.719,160.16,0JT0D83NTt3o2VbZSI3f5K,318827
0.562,0.905,-4.759,0.0335,0.00624,0.0,0.194,0.606,92.509,64WtHwNC5X0VzGfzA0IES3,199679
0.582,0.962,-3.037,0.0542,0.0096,0.128,0.283,0.506,123.971,7aOor99o8NNLZYElOXlBG1,180640
0.488,0.934,-6.291,0.038,2.44e-05,0.0554,0.0871,0.613,145.92,5AWgIaajK1hrYPnfGKiwvO,243206
0.283,0.882,-4.741,0.0558,0.00211,1.6e-05,0.344,0.409,171.988,5VuG6eKgIOPTVfyirAkm0j,222893
0.443,0.903,-5.945,0.0449,0.0192,0.0147,0.0554,0.344,83.906,6ZsiiuWJucOkC9UOkMssFj,196880
0.508,0.886,-3.956,0.0698,0.000243,2.1e-06,0.467,0.339,135.011,0zKaf85DY23dAXYoMfGkYt,191813
0.638,0.428,-12.156,0.0687,0.252,0.0,0.132,0.901,139.434,6RJK553YhstRzyKA4mug09,112800
0.697,0.438,-13.087,0.0372,0.079,4.38e-05,0.129,0.642,133.073,3nXslB6tksmKUJsIQ5ossd,161241
0.605,0.455,-8.903,0.0301,0.595,0.0,0.0816,0.678,106.825,3c2kMiSB86tVq1J4oULmvL,151289
0.82,0.441,-13.482,0.0509,0.719,0.0,0.26,0.948,113.944,5Mtfpo81RKlw5fAvWXFPlT,144132
0.306,0.739,-7.488,0.0579,0.0571,0.0,0.134,0.674,172.416,6IrBgAF2nSiwrdbIcaCKnp,170467
0.705,0.725,-7.435,0.0506,0.0352,0.0149,0.194,0.76,92.186,4VSyH8AkIt3kaR5xIPFVVi,166693
0.757,0.544,-10.722,0.219,0.154,6.07e-05,0.226,0.921,173.208,7sJN693sYKEIEMu7fc5VnJ,308360
0.554,0.566,-8.05,0.0332,0.33,0.01,0.0943,0.418,167.88,6NUiDZQALrNiDfqDB6ZBaF,264733
0.595,0.81,-6.803,0.0319,0.00973,0.0,0.318,0.263,94.846,4di0XUAqVD6cQ5dfO7uv6K,202667
0.665,0.792,-5.793,0.0683,0.0435,2.43e-05,0.245,0.835,75.049,3pKKIwSoB2j1bKB7Qh3bLw,210233
0.877,0.407,-8.949,0.0874,0.238,1.72e-06,0.0384,0.724,89.969,0YxCz1EpiJPyZoXBB99ZyK,196486
0.401,0.872,-3.641,0.314,0.167,0.0,0.362,0.472,104.592,7dOeiXeTSfA1ixaYmQcWu7,201257
0.638,0.738,-4.976,0.0292,0.117,0.000384,0.689,0.657,97.021,4BdGO1CaObRD4La9l5Zanz,243147
0.585,0.623,-6.025,0.0283,0.0981,0.0,0.228,0.219,137.966,6HA33U7rZEXJj0CQ5Y7hM1,271087
0.722,0.63,-7.289,0.0434,0.0862,0.0,0.106,0.479,111.985,67E9IHri5jH7kMtZegTtCE,209333
